True_Sector,Pattern,F_T_STL,F_S_STL,F_R_STL,F_T_STL_EMD,F_S_STL_EMD,F_I_STL_EMD,Num_Kernels,Kernel_Expression,Operations
S4,Trending,0.9998930035408066,0.15850770456625696,0.0,0.9999356003120338,0.2787838183593562,0.39746292222104584,2,(RBF(l=0.1)+Lin(σ=0)),[np.str_('+')]
S2,Seasonal,0.17599001158668526,0.5011373010394584,0.0,0.46047622962990176,0.8272743221106391,0.786358291628724,3,((RBF(l=10)*Per(p=52))+Per(p=30)),"[np.str_('*'), np.str_('+')]"
S2,Seasonal,0.7011054028253615,0.8706606385004113,0.0,0.879668718167328,0.9805601138356375,0.8693374688888713,2,(Per(p=60)+Per(p=30)),[np.str_('+')]
S1,Composite,0.9998660322101887,0.27088119720871295,0.0,0.999959352288071,0.5917879242537076,0.6964780628685056,5,((((RBF(l=10)*Per(p=48))+Per(p=26))*RQ(α=10))+Lin(σ=0)),"[np.str_('*'), np.str_('+'), np.str_('*'), np.str_('+')]"
S3,Stationary,0.2024495772902425,0.2976263922742963,0.0,0.25977790691025837,0.37779538509621746,0.23589691342669095,1,RBF(l=0.1),['None']
S3,Stationary,0.2564627851651894,0.5541792544802828,0.0,0.47980882726134,0.8557529715472277,0.7893468477428115,1,RQ(α=10),['None']
S2,Seasonal,0.9876188798282337,0.9966147528218083,0.0,0.99402690435797,0.9983583177617993,0.5293377207026513,3,((Per(p=10)*Per(p=672))*Per(p=365)),"[np.str_('*'), np.str_('*')]"
S4,Trending,0.9999999997031357,0.17118088240327267,0.0,0.9999999998009372,0.3171990753244822,0.3294480285313912,1,Lin(σ=1),['None']
S2,Seasonal,0.6588271002744538,0.6270455769754892,0.0,0.6588234003241549,0.6269970853730028,0.0,1,Per(p=4),['None']
S2,Seasonal,0.6764146646998934,0.9642092903410142,0.0,0.7303639425318734,0.9894628264883921,0.7119004207991976,1,Per(p=30),['None']
S2,Seasonal,0.9983881363458114,0.04188685180067675,0.0,0.9999865815559826,0.5741934131736937,0.9919238837596941,1,Per(p=365),['None']
S2,Seasonal,0.02745383768107912,0.41185272349949076,0.0,0.04418638964791899,0.6446337639767671,0.5874029054540126,5,((((Per(p=168)+Per(p=96))+RBF(l=1))*Per(p=26))+Per(p=96)),"[np.str_('+'), np.str_('+'), np.str_('*'), np.str_('+')]"
S2,Seasonal,0.14794572162165576,0.37546951072627144,0.0,0.035402195634322675,0.28408843686077634,0.19166968972002385,3,((Per(p=10)+Per(p=6))*Per(p=30)),"[np.str_('+'), np.str_('*')]"
S2,Seasonal,0.97210097826465,0.9811538785518386,0.0,0.9775603572806003,0.9866869625793144,0.2975862164122587,3,((Per(p=52)+Per(p=7))+Per(p=60)),"[np.str_('+'), np.str_('+')]"
S2,Seasonal,0.0,0.997544434368611,0.0,0.1366297953626342,0.9994963887641283,0.7954593205529391,1,Per(p=48),['None']
S2,Seasonal,0.9865406962351356,0.9516629452493308,0.0,0.9975690911408821,0.9905999376682898,0.8380915718947402,3,((Const(1)*Per(p=96))+Per(p=730)),"[np.str_('*'), np.str_('+')]"
S2,Seasonal,0.9788320910207704,0.9416737825989424,0.0,0.9784195392171837,0.9423133158244185,0.01293723420530346,3,((Per(p=6)+Per(p=52))+RBF(l=10)),"[np.str_('+'), np.str_('+')]"
S2,Seasonal,0.018035550017951874,0.22006597261428618,0.0,0.17235982773951797,0.35517928008697885,0.3585047126254919,5,((((WN(σ=1)+Per(p=52))+Per(p=4))+RBF(l=1))*WN(σ=1)),"[np.str_('+'), np.str_('+'), np.str_('+'), np.str_('*')]"
S2,Seasonal,0.11884576233507815,0.6012973392044564,0.0,0.3213716877912821,0.8752682509059211,0.8086119395749165,3,((Per(p=52)+Per(p=40))*Per(p=52)),"[np.str_('+'), np.str_('*')]"
S2,Seasonal,0.0,0.3132753610402176,0.0,0.011341405315023922,0.4708772629283139,0.41141478559732925,2,(Per(p=7)*Per(p=52)),[np.str_('*')]
S2,Seasonal,0.45380480581103844,0.23876691480317658,0.0,0.630561762925842,0.3538861121738879,0.5093029231876416,3,((Per(p=10)*RBF(l=10))+Per(p=24)),"[np.str_('*'), np.str_('+')]"
S2,Seasonal,0.2013698293373235,0.1976114412886325,0.0,0.25848354038255483,0.349580924313072,0.3842857210849663,4,(((Per(p=96)*RQ(α=10))*Per(p=4))*Per(p=730)),"[np.str_('*'), np.str_('*'), np.str_('*')]"
S1,Composite,0.9723347913753768,0.9966926376431057,0.0,0.9887289731866814,0.9987007311513582,0.6065830144178725,3,((Per(p=52)*Lin(σ=1))+Per(p=26)),"[np.str_('*'), np.str_('+')]"
S2,Seasonal,0.11184772130737552,0.13759400381434572,0.0,0.26206278693246376,0.2444498915710419,0.25920332770072885,4,(((Per(p=730)*Per(p=24))*RBF(l=10))*WN(σ=1)),"[np.str_('*'), np.str_('*'), np.str_('*')]"
S2,Seasonal,0.03595037568040571,0.6124034961053351,0.0,0.30460898982283635,0.6170598942783982,0.018971889211518045,1,Per(p=4),['None']
S2,Seasonal,0.32702925660234294,0.5423646468011702,0.0,0.5991543178595389,0.822241078774185,0.7599413943799318,5,((((RQ(α=1)+Per(p=96))*RBF(l=10))*RQ(α=10))+Per(p=26)),"[np.str_('+'), np.str_('*'), np.str_('*'), np.str_('+')]"
S2,Seasonal,0.1336026581608093,0.29257972936884336,0.0,0.4902747739158684,0.7916760131797708,0.8388507902416381,3,((RBF(l=10)*Per(p=40))*Per(p=365)),"[np.str_('*'), np.str_('*')]"
S2,Seasonal,0.16164643957863845,0.2120981185696651,0.0,0.2200287770358622,0.33238504027621973,0.28696636750642424,3,((Const(1)*WN(σ=0.1))*Per(p=52)),"[np.str_('*'), np.str_('*')]"
S2,Seasonal,0.07246666006229707,0.9999886396996955,0.0,0.18969562178227262,0.9999927731089429,0.363652911026061,2,(Per(p=10)*Per(p=10)),[np.str_('*')]
S1,Composite,0.9999999991816566,0.999996276884328,0.0,0.999999999438808,0.9999974467038909,0.3142329564320788,2,(Per(p=6)+Lin(σ=10)),[np.str_('+')]
S2,Seasonal,0.1910759152857131,0.1452301534575431,0.0,0.43097668538561396,0.20454270584526202,0.2653058240809901,2,(WN(σ=0.1)*Per(p=7)),[np.str_('*')]
S2,Seasonal,0.27073627754685503,0.11341405367784996,0.0,0.5618763721064104,0.14212114925781216,0.27051215855590216,3,((RBF(l=0.1)*Per(p=24))*RBF(l=10)),"[np.str_('*'), np.str_('*')]"
S2,Seasonal,0.3078809381077219,0.6233719794463144,0.0,0.0,1.678252237613531e-05,0.0,3,((Per(p=672)*Per(p=168))+RQ(α=0.1)),"[np.str_('*'), np.str_('+')]"
S2,Seasonal,0.023126129667828565,0.9999873891685817,0.0,0.05445735947883601,0.9999917507134137,0.34567945188963833,1,Per(p=26),['None']
S1,Composite,0.9997535202944438,0.13758412391699082,0.0,0.9999136681671017,0.602615680586122,0.6498994721081555,4,(((RBF(l=10)*Per(p=168))+Lin(σ=10))+Per(p=14)),"[np.str_('*'), np.str_('+'), np.str_('+')]"
S2,Seasonal,0.19158135138079424,0.2305812461736687,0.0,0.32740282102239315,0.35874108516654846,0.44391311322608806,2,(RBF(l=1)*Per(p=10)),[np.str_('*')]
S2,Seasonal,0.7048801520766436,0.37487517486742783,0.0,0.812446270331262,0.5245915625505824,0.42250540169476825,4,(((Per(p=7)*RBF(l=1))+Per(p=730))+Per(p=24)),"[np.str_('*'), np.str_('+'), np.str_('+')]"
S2,Seasonal,0.49281517767568583,0.5076920601224735,0.0,0.4519604585143716,0.6155037190127969,0.34228971883455306,5,((((Per(p=4)+Per(p=7))+Per(p=60))+Per(p=4))*Per(p=10)),"[np.str_('+'), np.str_('+'), np.str_('+'), np.str_('*')]"
S2,Seasonal,0.39661552009615075,0.5284602739627267,0.0,0.36681144725485704,0.5329764036861193,0.020856489349334817,1,Per(p=24),['None']
S4,Trending,0.999999998620346,0.217284967176279,0.0,0.9999999990025774,0.32213316888324894,0.27704879577165475,1,Lin(σ=0),['None']
S2,Seasonal,0.07375607309901933,0.5128903007227581,0.0,0.08244695432855376,0.6991564066237177,0.540630148989431,3,((RQ(α=1)+Per(p=10))*Per(p=6)),"[np.str_('+'), np.str_('*')]"
S2,Seasonal,0.22705421630078038,0.04424148314677745,0.0,0.5141442286470934,0.06352691474384242,0.24786385588165427,4,(((Per(p=52)+Per(p=26))*Per(p=24))*WN(σ=0.1)),"[np.str_('+'), np.str_('*'), np.str_('*')]"
S2,Seasonal,0.002708456931653891,0.989775523034131,0.0,0.004282413316194278,0.9908423664560095,0.13206055352545665,2,(Per(p=48)+Per(p=24)),[np.str_('+')]
S1,Composite,0.9982404815118631,0.0,0.0,0.9993319230019364,0.08255886230929999,0.6368163322241248,5,((((Lin(σ=0)*Lin(σ=1))*Per(p=730))*Per(p=730))+Per(p=6)),"[np.str_('*'), np.str_('*'), np.str_('*'), np.str_('+')]"
S2,Seasonal,0.3992535040405387,0.5473676451237186,0.0,0.2325440735218559,0.6939630165071013,0.4884658507477152,2,(Per(p=60)+Per(p=26)),[np.str_('+')]
S1,Composite,0.10731729938196999,0.16376952988299176,0.0,0.40090291433531844,0.6234357664936231,0.8342069826607483,4,(((Per(p=26)+Lin(σ=10))*RQ(α=10))*Per(p=365)),"[np.str_('+'), np.str_('*'), np.str_('*')]"
S2,Seasonal,0.3138229431797206,0.8493260507948717,0.0,0.1942260932288542,0.8910411240792293,0.2853204392529317,2,(Per(p=24)+Per(p=40)),[np.str_('+')]
S2,Seasonal,0.10097699279801164,0.3069375782002909,0.0,0.19327503569783488,0.7339658450376189,0.6552753095708731,3,((Per(p=730)+RBF(l=0.1))+RQ(α=1)),"[np.str_('+'), np.str_('+')]"
S1,Composite,0.99999993256623,0.9999941203232289,0.0,0.9999999530136268,0.999995901581421,0.30323890936442144,3,((Lin(σ=1)+Per(p=14))+Per(p=14)),"[np.str_('+'), np.str_('+')]"
S4,Trending,0.9998609104895984,0.20019093010733424,0.0,0.999922180694247,0.3767387751541378,0.4406044915831817,2,(Lin(σ=10)+RQ(α=0.1)),[np.str_('+')]
S1,Composite,0.9999890156970802,0.11434037568282107,0.0,0.9999922884035716,0.1880043258286751,0.29851759344905904,3,((Per(p=24)*RBF(l=0.1))+Lin(σ=1)),"[np.str_('*'), np.str_('+')]"
S2,Seasonal,0.6729522524886125,0.8125767062400809,0.0,0.853913005486958,0.9560382947994885,0.8005454443565692,3,((Per(p=24)+Per(p=60))+Per(p=336)),"[np.str_('+'), np.str_('+')]"
S2,Seasonal,0.9139924889499886,0.7271989163649422,0.0,0.9819750545198245,0.9433406832742294,0.8389759865731159,2,(Per(p=12)+RBF(l=10)),[np.str_('+')]
S2,Seasonal,0.005837003865983403,0.6566836356902198,0.0,0.025004974661846147,0.7445054938408078,0.35945650867786405,3,((Per(p=30)*WN(σ=0.1))+Per(p=52)),"[np.str_('*'), np.str_('+')]"
S2,Seasonal,0.0,0.5197663302092532,0.0,0.05188418650206206,0.7578351091645048,0.6898311419633412,2,(Per(p=24)+Per(p=30)),[np.str_('+')]
S2,Seasonal,0.12825438965607106,0.24172517168875474,0.0,0.21925453184488108,0.38708584984328276,0.341359837148541,3,((Per(p=26)*RQ(α=0.1))+WN(σ=0.1)),"[np.str_('*'), np.str_('+')]"
S2,Seasonal,0.0,0.884602938193453,0.0,0.01761848268504107,0.8681344797779361,0.0,3,((Per(p=365)+RBF(l=0.1))*Per(p=730)),"[np.str_('+'), np.str_('*')]"
S3,Stationary,0.09639108993731171,0.09556316951260546,0.0,0.3766560439287868,0.21982030161855692,0.35328096996929215,1,Const(1),['None']
S2,Seasonal,0.045339132854395725,0.15648626606990168,0.0,0.13966454141886675,0.7960571079611851,0.8548108159443479,3,((Per(p=365)*Per(p=40))*RQ(α=10)),"[np.str_('*'), np.str_('*')]"
S2,Seasonal,0.9078266836977761,0.867528380023888,0.0,0.9346547692701515,0.90925676597872,0.34530361647551755,2,(RBF(l=10)+Per(p=672)),[np.str_('+')]
S2,Seasonal,0.1714456395448699,0.21655318368320953,0.0,0.30735877382217003,0.41362849808058144,0.5844863539419802,3,((RQ(α=1)*Per(p=48))*Per(p=48)),"[np.str_('*'), np.str_('*')]"
S2,Seasonal,0.3196613444136772,0.6074720951029327,0.0,0.5155350947386199,0.732086128038417,0.43239284486254104,4,(((Per(p=26)+Per(p=96))+RBF(l=1))*Per(p=4)),"[np.str_('+'), np.str_('+'), np.str_('*')]"
S2,Seasonal,0.2192371609666014,0.4775333789438576,0.0,0.26183672338343456,0.6852663639212331,0.5544903893943356,3,((Per(p=7)*Per(p=10))*Per(p=336)),"[np.str_('*'), np.str_('*')]"
S3,Stationary,0.32832980897540875,0.5993766161569984,0.0,0.6055704488714418,0.89114051978529,0.7603000312534257,2,(RBF(l=10)+RQ(α=10)),[np.str_('+')]
S2,Seasonal,0.11692107895053871,0.6276289091931682,0.0,0.0,0.0,0.0,5,((((RQ(α=10)+Per(p=336))+Const(1))+RQ(α=1))+Per(p=365)),"[np.str_('+'), np.str_('+'), np.str_('+'), np.str_('+')]"
S3,Stationary,0.09872179705100115,0.222751134105324,0.0,0.31760907082598855,0.5299971830476369,0.7116580618408112,1,RQ(α=1),['None']
S2,Seasonal,0.7164423865898117,0.46347465769993024,0.0,0.7134856996497452,0.4687216997922514,0.02278444165955118,2,(Per(p=168)+Per(p=4)),[np.str_('+')]
S2,Seasonal,0.39038255859895354,0.45901410381024876,0.0,0.47478812027667827,0.5813227174049782,0.3500004989893075,5,((((RBF(l=0.1)*Per(p=336))*RQ(α=0.1))+Per(p=672))*Per(p=48)),"[np.str_('*'), np.str_('*'), np.str_('+'), np.str_('*')]"
S2,Seasonal,0.0,0.9975722148230931,0.0,0.5774616603092873,0.9998905947479452,0.9553235434437077,1,Per(p=52),['None']
S2,Seasonal,0.1871794436686648,0.3331467766169771,0.0,0.27702181663630854,0.5884260636167344,0.5673616039316098,4,(((Per(p=52)+RBF(l=0.1))*RBF(l=10))+Per(p=96)),"[np.str_('+'), np.str_('*'), np.str_('+')]"
S2,Seasonal,0.1287043054425655,0.34305870131456084,0.0,0.32751685173675515,0.4520202288868673,0.3650756538778148,3,((Per(p=12)*Per(p=7))*Per(p=336)),"[np.str_('*'), np.str_('*')]"
S4,Trending,0.9999999804605373,0.15346369342044675,0.0,0.9999999860239803,0.21078074102611977,0.2847208019791655,1,Lin(σ=0),['None']
S3,Stationary,0.21674406271213287,0.5178665787731297,0.0,0.6712514834466841,0.9310323316900496,0.926389795382938,2,(RBF(l=10)+WN(σ=0.1)),[np.str_('+')]
S1,Composite,0.21823545030371005,0.1583932359884208,0.0,0.4639883952475009,0.34345323174592113,0.7071434570062299,5,((((Per(p=48)*Lin(σ=1))*Per(p=26))*Per(p=12))+Per(p=730)),"[np.str_('*'), np.str_('*'), np.str_('*'), np.str_('+')]"
S2,Seasonal,0.9048082952214659,0.9828927461186161,0.0,0.8981750750636524,0.98294520285652,0.0037507601362158915,2,(Per(p=40)+Per(p=6)),[np.str_('+')]
S3,Stationary,0.13571497518888087,0.1370238586321939,0.0,0.36592490710562775,0.2526639133616061,0.3588277353631557,1,WN(σ=1),['None']
S2,Seasonal,0.02227544593441899,0.38636827152083986,0.0,0.6812570110328293,0.9444227607385584,0.9079096724549814,3,((Per(p=365)+Per(p=96))*RBF(l=10)),"[np.str_('+'), np.str_('*')]"
S1,Composite,0.46901961621096966,0.6741059027623839,0.0,0.9068247803839982,0.9597745797018906,0.9127609049965812,4,(((Per(p=96)*Lin(σ=1))*Per(p=96))+Per(p=26)),"[np.str_('*'), np.str_('*'), np.str_('+')]"
S2,Seasonal,0.14913028845364762,0.696846432091347,0.0,0.4673143248639935,0.9373598772667795,0.8522128266007942,3,((Per(p=60)*Const(1))*Per(p=52)),"[np.str_('*'), np.str_('*')]"
S2,Seasonal,0.10301800835588115,0.31122228903699944,0.0,0.21934485001219106,0.5195872208345309,0.5139320551535171,3,((Per(p=14)+Per(p=14))*RBF(l=1)),"[np.str_('+'), np.str_('*')]"
S4,Trending,0.9999906413513127,0.3001000028906461,0.0,0.9999951076298865,0.47187642661080076,0.4772932777924349,2,(RBF(l=1)+Lin(σ=10)),[np.str_('+')]
S1,Composite,0.9191241566711039,0.8222185567788806,0.0,0.9496183183277905,0.9088420837502049,0.5042321368744264,4,(((WN(σ=0.1)+Per(p=12))+Per(p=365))*Lin(σ=1)),"[np.str_('+'), np.str_('+'), np.str_('*')]"
S2,Seasonal,0.11873483229569115,0.9999896789568976,0.0,0.24141653690031672,0.999993193486782,0.3407931434297059,1,Per(p=6),['None']
S2,Seasonal,0.055301806691434474,0.999979575982115,0.0,0.05606944547955672,0.9999872057810305,0.37401000135422025,1,Per(p=26),['None']
S2,Seasonal,0.0,0.9959969312272619,0.0,0.4577388678520574,0.9996678706851659,0.9178654852290649,1,Per(p=48),['None']
S3,Stationary,0.11525985817131812,0.1838268987642212,0.0,0.2779485726041423,0.2972141328302832,0.2865745222807484,1,WN(σ=1),['None']
S1,Composite,0.9999994212264165,0.9783215049368122,0.0,0.9999998679918273,0.9948570143483302,0.7719413539351956,3,((Per(p=30)*Per(p=730))+Lin(σ=1)),"[np.str_('*'), np.str_('+')]"
S1,Composite,0.9974975634995187,0.5772434943567778,0.0,0.9983574379476216,0.6906546955640278,0.3465083169305915,5,((((Per(p=40)+RQ(α=1))+Per(p=4))+Const(1))+Lin(σ=10)),"[np.str_('+'), np.str_('+'), np.str_('+'), np.str_('+')]"
S2,Seasonal,0.0,0.9468421076445729,0.0,0.2784115481642586,0.9915340038840582,0.8283035757468111,2,(Per(p=52)+Per(p=96)),[np.str_('+')]
S2,Seasonal,0.0,0.27005250672962,0.0,0.022342634265063666,0.49528486086076906,0.45936389594090066,5,((((Per(p=24)+Per(p=30))*Per(p=52))*WN(σ=0.1))*Const(1)),"[np.str_('+'), np.str_('*'), np.str_('*'), np.str_('*')]"
S1,Composite,0.9999220534975224,0.03330959320903515,0.0,0.999987060097528,0.46430981827818163,0.8354972314299391,3,((Lin(σ=10)+Per(p=14))*Per(p=672)),"[np.str_('+'), np.str_('*')]"
S3,Stationary,0.036863903080383564,0.23562511527875107,0.0,0.13684667393472716,0.38194522648698714,0.33277098695965235,1,WN(σ=0.1),['None']
S2,Seasonal,0.059864028267911484,0.9999916251970622,0.0,0.15867124615623585,0.9999943733208675,0.3278124618109811,1,Per(p=12),['None']
S2,Seasonal,0.5586984329448588,0.7300157549663482,0.0,0.8641214385762633,0.9311104554582863,0.8095309035030516,5,((((Per(p=40)*RBF(l=10))+Per(p=14))+RQ(α=10))+Per(p=30)),"[np.str_('*'), np.str_('+'), np.str_('+'), np.str_('+')]"
S2,Seasonal,0.1838396986143942,0.1867932236704305,0.0,0.2514549725579712,0.36023488113641344,0.4466981848025915,3,((Per(p=24)+RBF(l=1))*RBF(l=1)),"[np.str_('+'), np.str_('*')]"
S1,Composite,0.4635976568897274,0.8210456240249863,0.0,0.8767762008431891,0.9843348625628605,0.9218309477192916,3,((Per(p=48)+Per(p=14))*Lin(σ=1)),"[np.str_('+'), np.str_('*')]"
S2,Seasonal,0.3474571620050394,0.4914675160541775,0.0,0.47709272201391795,0.6756619168013056,0.5478233220379614,5,((((Per(p=12)*Per(p=48))+Per(p=336))*Per(p=12))+Per(p=40)),"[np.str_('*'), np.str_('+'), np.str_('*'), np.str_('+')]"
S2,Seasonal,0.11718945767299638,0.5432353790373194,0.0,0.24276982434419547,0.650162440930375,0.3246661140582787,4,(((RBF(l=10)*RBF(l=0.1))*RQ(α=1))+Per(p=7)),"[np.str_('*'), np.str_('*'), np.str_('+')]"
S4,Trending,0.9999999998216558,0.265142028594227,0.0,0.9999999998784586,0.36049258730903777,0.31850080677019965,1,Lin(σ=10),['None']
S1,Composite,0.9999762637379515,0.6622756058498948,0.0,0.9999907186117497,0.8298663604686424,0.6088528209522892,5,((((RQ(α=1)*Const(1))+RBF(l=1))+Lin(σ=0))+Per(p=52)),"[np.str_('*'), np.str_('+'), np.str_('+'), np.str_('+')]"
S3,Stationary,0.19091432883161974,0.11757553125893716,0.0,0.4288151326999776,0.1539959861117508,0.23702676145653911,1,WN(σ=1),['None']
S3,Stationary,0.040914226663400166,0.41237439299422585,0.0,0.20046017664359606,0.7732188453833883,0.8312776412189797,3,((Const(1)+RQ(α=1))+RQ(α=10)),"[np.str_('+'), np.str_('+')]"
S1,Composite,0.5123172026202627,0.5621038870669641,0.0,0.913425143484412,0.9370117107383571,0.8967313389113146,3,((Per(p=24)*Per(p=168))*Lin(σ=0)),"[np.str_('*'), np.str_('*')]"
S2,Seasonal,0.0,0.9976920623256135,0.0,0.3842733193096006,0.9989278984674579,0.5451789754980473,1,Per(p=48),['None']
S2,Seasonal,0.33595334168967717,0.4500951978407134,0.0,0.4311261954169514,0.544028617219454,0.47195741246028944,5,((((Per(p=4)+RBF(l=10))+Per(p=40))*Per(p=7))*Per(p=7)),"[np.str_('+'), np.str_('+'), np.str_('*'), np.str_('*')]"
S1,Composite,0.9997794439928068,0.8286857274520454,0.0,0.999986623638085,0.986498243098893,0.939372611935798,2,(Per(p=96)+Lin(σ=0)),[np.str_('+')]
S2,Seasonal,0.22777603904691734,0.24284078770093742,0.0,0.3414439283995405,0.4509262096965134,0.5050802226153803,4,(((Per(p=730)+Per(p=40))*Per(p=60))*RBF(l=1)),"[np.str_('+'), np.str_('*'), np.str_('*')]"
S1,Composite,0.08737948866926204,0.16248045000187883,0.0,0.22769140114752273,0.3124307327378366,0.5661735254818286,4,(((Per(p=12)+RBF(l=1))+Lin(σ=0))*RQ(α=1)),"[np.str_('+'), np.str_('+'), np.str_('*')]"
S2,Seasonal,0.23862046620100064,0.2814797389511554,0.0,0.350943118234055,0.48598242947058,0.4906420706681557,4,(((RBF(l=10)*RBF(l=1))*Per(p=40))*Per(p=26)),"[np.str_('*'), np.str_('*'), np.str_('*')]"
S1,Composite,0.011687375776858189,0.08060043197689015,0.0,0.07668646101082444,0.2677677954157912,0.4121749175560824,5,((((Lin(σ=10)*Per(p=26))+RBF(l=10))*RQ(α=0.1))+Lin(σ=1)),"[np.str_('*'), np.str_('+'), np.str_('*'), np.str_('+')]"
S2,Seasonal,0.08157947126562481,0.6727143348325189,0.0,0.0,0.7271278095316449,0.21536967939742235,1,Per(p=7),['None']
S2,Seasonal,0.18048704694705076,0.2104986134194038,0.0,0.34326923482290217,0.3316861054165803,0.36192448449919223,5,((((RBF(l=0.1)+Per(p=7))*RBF(l=1))*Per(p=12))*Per(p=730)),"[np.str_('+'), np.str_('*'), np.str_('*'), np.str_('*')]"
S2,Seasonal,0.35343314293291794,0.4499861996736719,0.0,0.6458546973501486,0.8291593148597715,0.8465230828769706,4,(((Per(p=40)+RQ(α=1))+Per(p=24))+Per(p=60)),"[np.str_('+'), np.str_('+'), np.str_('+')]"
S2,Seasonal,0.024003627339285405,0.6070467257498406,0.0,0.060608689282927064,0.7485285336586497,0.4594433015356014,3,((Per(p=30)*RQ(α=0.1))+Per(p=52)),"[np.str_('*'), np.str_('+')]"
S2,Seasonal,0.06430856704921395,0.8618643773195986,0.0,0.0,0.4007440577220486,0.0,1,Per(p=365),['None']
S2,Seasonal,0.048902396514637125,0.5264999577529399,0.0,0.13044662119090533,0.7431458749914568,0.5874107897076056,3,((WN(σ=0.1)+RBF(l=1))+Per(p=52)),"[np.str_('+'), np.str_('+')]"
S2,Seasonal,0.20822424192560196,0.23104944945359862,0.0,0.6019237400669566,0.7087198351701351,0.793471996781983,5,((((Per(p=365)+RBF(l=1))+Per(p=365))*Per(p=26))*Per(p=96)),"[np.str_('+'), np.str_('+'), np.str_('*'), np.str_('*')]"
S2,Seasonal,0.058328416516715276,0.5375973595546963,0.0,0.015455581843476063,0.0,0.0,5,((((Const(1)+RBF(l=10))+Per(p=24))*Per(p=10))*Per(p=365)),"[np.str_('+'), np.str_('+'), np.str_('*'), np.str_('*')]"
S1,Composite,0.9273296211715905,0.5365647423625846,0.0,0.9718861500877342,0.8065337708052601,0.6265501070195988,4,(((RQ(α=0.1)+RQ(α=1))+Per(p=168))+Lin(σ=10)),"[np.str_('+'), np.str_('+'), np.str_('+')]"
S2,Seasonal,0.14269585612194025,0.9999889518228573,0.0,0.2463065653660722,0.9999920623825046,0.2813029961603748,1,Per(p=6),['None']
S1,Composite,0.9986456766276922,0.3018214178240417,0.0,0.9994616813170843,0.5649832820417475,0.6034124006519528,4,(((Lin(σ=0)+RBF(l=0.1))+RBF(l=1))+Per(p=96)),"[np.str_('+'), np.str_('+'), np.str_('+')]"
S2,Seasonal,0.20549666019000845,0.6182131722301851,0.0,0.20603733772917932,0.7954998071540259,0.5407451210153293,5,((((Per(p=14)+Per(p=60))+Per(p=60))*Per(p=10))+Per(p=6)),"[np.str_('+'), np.str_('+'), np.str_('*'), np.str_('+')]"
S1,Composite,0.33422451797932373,0.8402460675218678,0.0,0.0,0.5160808367790306,0.0,5,((((Per(p=4)+Lin(σ=0))*Per(p=365))+RBF(l=1))+Per(p=6)),"[np.str_('+'), np.str_('*'), np.str_('+'), np.str_('+')]"
S2,Seasonal,0.2139814180618328,0.4368654517312871,0.0,0.30831733586404264,0.529525778342707,0.26305647906519214,3,((Per(p=6)*Per(p=4))*Per(p=60)),"[np.str_('*'), np.str_('*')]"
S2,Seasonal,0.5352200196942787,0.677542594586505,0.0,0.6084581749474869,0.7291879268631712,0.22200081245953962,4,(((Const(1)+Per(p=30))+RQ(α=10))*Per(p=4)),"[np.str_('+'), np.str_('+'), np.str_('*')]"
S2,Seasonal,0.07587231182846721,0.4612119390467485,0.0,0.09144845462182916,0.7526008303028862,0.5156429155326074,5,((((RQ(α=1)*Per(p=30))+RBF(l=10))*RQ(α=10))+Per(p=672)),"[np.str_('*'), np.str_('+'), np.str_('*'), np.str_('+')]"
