True_Sector,Pattern,F_T_STL,F_S_STL,F_R_STL,F_T_STL_EMD,F_S_STL_EMD,F_I_STL_EMD,Num_Kernels,Kernel_Expression,Operations
S1,Composite,0.8419664622740538,0.9338988552041596,0.0,0.8419664622740538,0.9338988552041596,0.0,5,((((Per(p=365)*Per(p=26))*RQ(α=0.1))*Per(p=60))+Lin(σ=1)),"[np.str_('*'), np.str_('*'), np.str_('*'), np.str_('+')]"
S2,Seasonal,0.2646304380498926,0.7656730173349812,0.0,0.2646304380498926,0.7656730173349812,0.0,2,(Per(p=336)*Per(p=6)),[np.str_('*')]
S4,Trending,0.9189015279754918,0.5354084139015312,0.0,0.9189015279754918,0.5354084139015312,0.0,3,((Lin(σ=1)+RQ(α=10))+WN(σ=1)),"[np.str_('+'), np.str_('+')]"
S2,Seasonal,0.02394755449704289,0.0,0.0,0.02394755449704289,0.0,0.0,2,(Per(p=12)*Per(p=7)),[np.str_('*')]
S2,Seasonal,0.7600690525537454,0.0,0.0,0.7600690525537454,0.0,0.0,5,((((Per(p=672)*Per(p=24))+RQ(α=1))+Per(p=12))+Per(p=730)),"[np.str_('*'), np.str_('+'), np.str_('+'), np.str_('+')]"
S3,Stationary,0.9768218315433761,0.59991934996354,0.0,0.9768218315433761,0.59991934996354,0.0,1,WN(σ=1),['None']
S3,Stationary,0.6089208079398003,0.9439135333395584,0.0,0.6089208079398003,0.9439135333395584,0.0,1,WN(σ=1),['None']
S4,Trending,0.9999497078407272,0.47798909937096823,0.0,0.9999497078407272,0.47798909937096823,0.0,1,Lin(σ=0),['None']
S2,Seasonal,0.9649805633809534,0.5751737588393164,0.0,0.9649805633809534,0.5751737588393164,0.0,1,Per(p=14),['None']
S2,Seasonal,0.14728042080566828,0.9013305313999975,0.0,0.14728042080566828,0.9013305313999975,0.0,5,((((Per(p=30)+RQ(α=0.1))*Per(p=26))+RBF(l=0.1))+Per(p=48)),"[np.str_('+'), np.str_('*'), np.str_('+'), np.str_('+')]"
S2,Seasonal,0.9948547593589796,0.6479460702679101,0.0,0.9948547593589796,0.6479460702679101,0.0,2,(Per(p=52)*Per(p=26)),[np.str_('*')]
S2,Seasonal,0.7040392895287332,0.09709215278807981,0.0,0.7040392895287332,0.09709215278807981,0.0,3,((Per(p=12)+RQ(α=10))+Per(p=60)),"[np.str_('+'), np.str_('+')]"
S2,Seasonal,0.9394505627156017,0.8384728529765804,0.0,0.9394505627156017,0.8384728529765804,0.0,4,(((Per(p=6)+RBF(l=1))+Per(p=12))+Per(p=10)),"[np.str_('+'), np.str_('+'), np.str_('+')]"
S2,Seasonal,0.9564741865114859,0.125144506598046,0.0,0.9564741865114859,0.125144506598046,0.0,1,Per(p=730),['None']
S2,Seasonal,0.8896465480740383,0.8584911911958435,0.0,0.8896465480740383,0.8584911911958435,0.0,3,((Per(p=14)+Per(p=4))+Per(p=672)),"[np.str_('+'), np.str_('+')]"
