True_Sector,Pattern,F_T_STL,F_S_STL,F_R_STL,F_T_STL_EMD,F_S_STL_EMD,F_I_STL_EMD,Num_Kernels,Kernel_Expression,Operations,Kernels_Used
S2,Seasonal,0.6279960953698355,0.4146036053868936,0.0,0.6279960953698355,0.4146036053868936,0.0,3,((Per(p=12)+RQ(α=10))+Per(p=60)),"[np.str_('+'), np.str_('+')]","['Periodic', 'RationalQuadratic', 'Periodic']"
S2,Seasonal,1.0,1.0,0.0,1.0,1.0,0.0,3,((Per(p=24)+Per(p=6))+Per(p=40)),"[np.str_('+'), np.str_('+')]","['Periodic', 'Periodic', 'Periodic']"
S2,Seasonal,0.9991201843894688,0.4197426822648815,0.0,0.9991201843894688,0.4197426822648815,0.0,1,Per(p=336),['None'],['Periodic']
S2,Seasonal,0.0146315809151091,0.258097821143369,0.0,0.0146315809151091,0.258097821143369,0.0,2,(Per(p=6)*Per(p=672)),[np.str_('*')],"['Periodic', 'Periodic']"
S2,Seasonal,0.996338317641014,0.2315920583435635,0.0,0.9980332456232592,0.5289007263504902,0.3914291016090712,1,Per(p=672),['None'],['Periodic']
S2,Seasonal,0.9956051746801396,0.5822298278474802,0.0,0.9956051746801396,0.5822298278474802,0.0,1,Per(p=48),['None'],['Periodic']
S2,Seasonal,0.728119786279277,0.6389206857327614,0.0,0.7309507225048014,0.635326070665486,0.0025875582267481,5,((((Per(p=30)+Per(p=48))*WN(σ=0.1))*RQ(α=1))*Per(p=7)),"[np.str_('+'), np.str_('*'), np.str_('*'), np.str_('*')]","['Periodic', 'Periodic', 'WhiteNoise', 'RationalQuadratic', 'Periodic']"
S2,Seasonal,0.6392178684068469,0.893585937097249,0.0,0.8491199857969959,0.9006922485176186,0.1854259258501789,2,(Per(p=7)+Per(p=336)),[np.str_('+')],"['Periodic', 'Periodic']"
S2,Seasonal,0.9252191757583212,0.9141874990654068,0.0,0.898488716415931,0.9152507078938114,0.0,3,((Per(p=60)*Per(p=168))*RBF(l=1)),"[np.str_('*'), np.str_('*')]","['Periodic', 'Periodic', 'RBF']"
S4,Trending,0.983548673336702,0.2030184369961886,0.0,0.983548673336702,0.2030184369961886,0.0,5,((((Lin(σ=10)*Const(1))*Lin(σ=1))*RBF(l=10))+RQ(α=10)),"[np.str_('*'), np.str_('*'), np.str_('*'), np.str_('+')]","['Linear', 'Constant', 'Linear', 'RBF', 'RationalQuadratic']"
S2,Seasonal,0.0,0.0,0.0,0.4163203333288707,0.0,0.2370904741113694,2,(Per(p=6)*Per(p=365)),[np.str_('*')],"['Periodic', 'Periodic']"
S2,Seasonal,0.3293161878263129,0.0702858778815478,0.0,0.3293161878263129,0.0702858778815478,0.0,1,Per(p=365),['None'],['Periodic']
S1,Composite,0.9851653811168268,0.2436383561766165,0.0,0.9851653811168268,0.2436383561766165,0.0,5,((((Per(p=672)*Per(p=96))+Lin(σ=0))*Per(p=96))*Per(p=60)),"[np.str_('*'), np.str_('+'), np.str_('*'), np.str_('*')]","['Periodic', 'Periodic', 'Linear', 'Periodic', 'Periodic']"
S2,Seasonal,0.8404854863143009,0.278418293702963,0.0,0.8404854863143009,0.278418293702963,0.0,3,((Per(p=40)+Per(p=40))*Per(p=40)),"[np.str_('+'), np.str_('*')]","['Periodic', 'Periodic', 'Periodic']"
S2,Seasonal,1.0,1.0,0.0,1.0,1.0,0.0,3,((RBF(l=1)+Per(p=26))*Per(p=7)),"[np.str_('+'), np.str_('*')]","['RBF', 'Periodic', 'Periodic']"
S1,Composite,0.9996606972520482,0.1884844352816553,0.0,0.9996606972520482,0.1884844352816553,0.0,3,((Const(1)*Lin(σ=10))*Per(p=672)),"[np.str_('*'), np.str_('*')]","['Constant', 'Linear', 'Periodic']"
S2,Seasonal,0.1340485596830082,0.0726775620411055,0.0,0.1340485596830082,0.0726775620411055,0.0,2,(Per(p=48)*Per(p=30)),[np.str_('*')],"['Periodic', 'Periodic']"
S2,Seasonal,0.3634043323725066,0.2304549073270562,0.0,0.5514002865678264,0.1328892305995245,0.0,4,(((Per(p=4)*Per(p=24))*RQ(α=0.1))*Per(p=4)),"[np.str_('*'), np.str_('*'), np.str_('*')]","['Periodic', 'Periodic', 'RationalQuadratic', 'Periodic']"
S1,Composite,0.9261912919970892,0.1227006813312722,0.0,0.907595583308991,0.0602933447358066,0.0,3,((RBF(l=0.1)*Per(p=7))+Lin(σ=10)),"[np.str_('*'), np.str_('+')]","['RBF', 'Periodic', 'Linear']"
S1,Composite,0.968838490099172,0.1789882243790113,0.0,0.968838490099172,0.1789882243790113,0.0,5,((((Per(p=52)*Per(p=365))*Const(1))*Per(p=40))+Lin(σ=0)),"[np.str_('*'), np.str_('*'), np.str_('*'), np.str_('+')]","['Periodic', 'Periodic', 'Constant', 'Periodic', 'Linear']"
S1,Composite,0.7375375654120553,0.7528748782740092,0.0,0.7375375654120553,0.7528748782740092,0.0,4,(((Per(p=26)*RQ(α=1))+Per(p=52))*Lin(σ=1)),"[np.str_('*'), np.str_('+'), np.str_('*')]","['Periodic', 'RationalQuadratic', 'Periodic', 'Linear']"
S2,Seasonal,0.1147927619961372,0.0668633392417632,0.0,0.1970799302302441,0.0472123692732773,0.0,5,((((RBF(l=1)+Per(p=10))*RQ(α=0.1))+Per(p=336))*Per(p=6)),"[np.str_('+'), np.str_('*'), np.str_('+'), np.str_('*')]","['RBF', 'Periodic', 'RationalQuadratic', 'Periodic', 'Periodic']"
S2,Seasonal,0.1931196768326761,0.0,0.0,0.4996706238949233,0.0,0.0,5,((((RBF(l=10)*RQ(α=0.1))+Per(p=14))+Per(p=4))+Per(p=30)),"[np.str_('*'), np.str_('+'), np.str_('+'), np.str_('+')]","['RBF', 'RationalQuadratic', 'Periodic', 'Periodic', 'Periodic']"
S3,Stationary,0.0453787002583786,0.0511073283062093,0.0,0.0762493231159795,0.2373652669399971,0.0,1,RBF(l=0.1),['None'],['RBF']
S2,Seasonal,0.267648279676596,0.5620123106993041,0.0,0.267648279676596,0.5620123106993041,0.0,5,((((RBF(l=1)*Per(p=336))+RBF(l=0.1))+Const(1))+Per(p=24)),"[np.str_('*'), np.str_('+'), np.str_('+'), np.str_('+')]","['RBF', 'Periodic', 'RBF', 'Constant', 'Periodic']"
S1,Composite,0.9908307716141612,0.6974909133465405,0.0,0.9908307716141612,0.6974909133465405,0.0,4,(((Per(p=336)+Per(p=672))+Per(p=40))*Lin(σ=10)),"[np.str_('+'), np.str_('+'), np.str_('*')]","['Periodic', 'Periodic', 'Periodic', 'Linear']"
S2,Seasonal,0.878366536244947,0.915903287405888,0.0,0.8647620075826825,0.9131289125969644,0.0,5,((((RBF(l=1)*Const(1))+Per(p=4))+Per(p=365))+WN(σ=1)),"[np.str_('*'), np.str_('+'), np.str_('+'), np.str_('+')]","['RBF', 'Constant', 'Periodic', 'Periodic', 'WhiteNoise']"
S2,Seasonal,0.7549584367125587,0.3713425478805895,0.0,0.7549584367125587,0.3713425478805895,0.0,5,((((Per(p=60)*Per(p=30))*Per(p=48))+Per(p=10))*Per(p=365)),"[np.str_('*'), np.str_('*'), np.str_('+'), np.str_('*')]","['Periodic', 'Periodic', 'Periodic', 'Periodic', 'Periodic']"
S2,Seasonal,0.3718924772539905,0.9789357596370002,0.0,0.0,0.9834475153630974,0.1820278167621124,2,(Per(p=30)+RQ(α=10)),[np.str_('+')],"['Periodic', 'RationalQuadratic']"
S1,Composite,1.0,1.0,0.0,1.0,1.0,0.0,5,((((RQ(α=1)*Lin(σ=10))+Per(p=672))*Per(p=30))*RQ(α=0.1)),"[np.str_('*'), np.str_('+'), np.str_('*'), np.str_('*')]","['RationalQuadratic', 'Linear', 'Periodic', 'Periodic', 'RationalQuadratic']"
S2,Seasonal,0.9794790026234824,0.5629481050423815,0.0,0.9835257380034212,0.6447426872310387,0.2886519322285502,4,(((Per(p=40)*Per(p=26))*Per(p=48))+WN(σ=0.1)),"[np.str_('*'), np.str_('*'), np.str_('+')]","['Periodic', 'Periodic', 'Periodic', 'WhiteNoise']"
S1,Composite,0.9790835601148876,0.1880522285405175,0.0,0.9790835601148876,0.1880522285405175,0.0,2,(Lin(σ=0)*Per(p=96)),[np.str_('*')],"['Linear', 'Periodic']"
S3,Stationary,0.0285976019457623,0.5340700094104427,0.0,0.0285976019457623,0.5340700094104427,0.0,1,RBF(l=0.1),['None'],['RBF']
S2,Seasonal,0.0243292647434276,0.2273156733704481,0.0,0.0243292647434276,0.2273156733704481,0.0,2,(Per(p=4)+RQ(α=10)),[np.str_('+')],"['Periodic', 'RationalQuadratic']"
S2,Seasonal,0.6352582991547371,0.5690027049914221,0.0,0.6352582991547371,0.5690027049914221,0.0,2,(Per(p=52)+Per(p=365)),[np.str_('+')],"['Periodic', 'Periodic']"
S4,Trending,0.9999989349948212,0.1596499508780569,0.0,0.9999984910413108,0.1164451309380514,0.0,1,Lin(σ=0),['None'],['Linear']
S2,Seasonal,0.8560575212652897,0.832201026732141,0.0,0.8560575212652897,0.832201026732141,0.0,5,((((Per(p=40)*Per(p=30))*RQ(α=10))+Per(p=4))+Per(p=168)),"[np.str_('*'), np.str_('*'), np.str_('+'), np.str_('+')]","['Periodic', 'Periodic', 'RationalQuadratic', 'Periodic', 'Periodic']"
S2,Seasonal,0.9805497528456242,0.1194890054526393,0.0,0.9805497528456242,0.1194890054526393,0.0,1,Per(p=168),['None'],['Periodic']
S2,Seasonal,0.6031390235282322,0.2425513580190018,0.0,0.6814817416909862,0.2336115789819232,0.0,5,((((Per(p=48)*RQ(α=0.1))+RQ(α=1))+WN(σ=0.1))*Per(p=4)),"[np.str_('*'), np.str_('+'), np.str_('+'), np.str_('*')]","['Periodic', 'RationalQuadratic', 'RationalQuadratic', 'WhiteNoise', 'Periodic']"
S4,Trending,0.9999996533382356,0.6514220410445806,0.0,0.9999996546310312,0.6419816675268832,0.0039644288088388,1,Lin(σ=0),['None'],['Linear']
S1,Composite,0.9573658400625756,0.7075191878690306,0.0,0.9573658400625756,0.7075191878690306,0.0,3,((Lin(σ=1)*Per(p=168))*Per(p=26)),"[np.str_('*'), np.str_('*')]","['Linear', 'Periodic', 'Periodic']"
S2,Seasonal,0.9880855426286616,0.3357621758667239,0.0,0.9880855426286616,0.3357621758667239,0.0,3,((Per(p=52)+Per(p=168))+RBF(l=10)),"[np.str_('+'), np.str_('+')]","['Periodic', 'Periodic', 'RBF']"
S2,Seasonal,0.5617998386595988,0.1411439162890965,0.0,0.7097796637363901,0.1682274506688269,0.4455093918217622,4,(((RBF(l=0.1)+WN(σ=0.1))+Per(p=24))+Per(p=48)),"[np.str_('+'), np.str_('+'), np.str_('+')]","['RBF', 'WhiteNoise', 'Periodic', 'Periodic']"
S1,Composite,0.470913640033572,0.3614949251415912,0.0,0.470913640033572,0.3614949251415912,0.0,4,(((Per(p=96)*Per(p=40))*Lin(σ=1))*Per(p=12)),"[np.str_('*'), np.str_('*'), np.str_('*')]","['Periodic', 'Periodic', 'Linear', 'Periodic']"
S2,Seasonal,0.3137907585629046,0.3273146098743773,0.0,0.3137907585629046,0.3273146098743773,0.0,5,((((RQ(α=10)*RBF(l=0.1))+Per(p=12))+RQ(α=1))*Const(1)),"[np.str_('*'), np.str_('+'), np.str_('+'), np.str_('*')]","['RationalQuadratic', 'RBF', 'Periodic', 'RationalQuadratic', 'Constant']"
S2,Seasonal,0.0504712370548826,0.6146898896653729,0.0,0.0504712370548826,0.6146898896653729,0.0,3,((WN(σ=1)*Per(p=336))*Per(p=40)),"[np.str_('*'), np.str_('*')]","['WhiteNoise', 'Periodic', 'Periodic']"
S2,Seasonal,0.4422356128921009,0.0,0.0,0.5387155064756083,0.0,0.2658226143187167,5,((((WN(σ=1)*Per(p=336))+Per(p=4))*Per(p=730))*RQ(α=10)),"[np.str_('*'), np.str_('+'), np.str_('*'), np.str_('*')]","['WhiteNoise', 'Periodic', 'Periodic', 'Periodic', 'RationalQuadratic']"
S2,Seasonal,0.9963110331056788,0.2238513944879988,0.0,0.9963110331056788,0.2238513944879988,0.0,1,Per(p=40),['None'],['Periodic']
S2,Seasonal,0.811529106868565,0.1337258215062245,0.0,0.811529106868565,0.1337258215062245,0.0,5,((((Per(p=672)+Per(p=40))*Per(p=672))*Per(p=48))+Per(p=96)),"[np.str_('+'), np.str_('*'), np.str_('*'), np.str_('+')]","['Periodic', 'Periodic', 'Periodic', 'Periodic', 'Periodic']"
S3,Stationary,0.7964376475667776,0.7511159443664843,0.0,0.7792319667225892,0.7725772097330779,0.0822929200950526,4,(((Const(1)+WN(σ=0.1))+Const(1))*Const(1)),"[np.str_('+'), np.str_('+'), np.str_('*')]","['Constant', 'WhiteNoise', 'Constant', 'Constant']"
S3,Stationary,1.0,1.0,0.0,1.0,1.0,0.0,2,(RQ(α=10)*RBF(l=1)),[np.str_('*')],"['RationalQuadratic', 'RBF']"
S2,Seasonal,1.0,1.0,0.0,1.0,1.0,0.0,3,((Per(p=672)+Per(p=60))*RQ(α=10)),"[np.str_('+'), np.str_('*')]","['Periodic', 'Periodic', 'RationalQuadratic']"
S2,Seasonal,0.9657973776644502,0.4744770999511256,0.0,0.9657973776644502,0.4744770999511256,0.0,3,((Per(p=12)+Per(p=12))+Per(p=60)),"[np.str_('+'), np.str_('+')]","['Periodic', 'Periodic', 'Periodic']"
S1,Composite,0.5712893644830463,0.6403811572246426,0.0,0.5712893644830463,0.6403811572246426,0.0,4,(((Per(p=26)*Per(p=30))+WN(σ=0.1))*Lin(σ=0)),"[np.str_('*'), np.str_('+'), np.str_('*')]","['Periodic', 'Periodic', 'WhiteNoise', 'Linear']"
S2,Seasonal,0.1850279119924828,0.1953234142121158,0.0,0.1850279119924828,0.1953234142121158,0.0,2,(RQ(α=10)*Per(p=48)),[np.str_('*')],"['RationalQuadratic', 'Periodic']"
S2,Seasonal,0.968992108004505,0.198038527467684,0.0,0.968992108004505,0.198038527467684,0.0,1,Per(p=52),['None'],['Periodic']
S2,Seasonal,0.4919667178869247,0.2503334504819287,0.0,0.4919667178869247,0.2503334504819287,0.0,5,((((RQ(α=0.1)+RQ(α=10))*Per(p=40))*RBF(l=10))+Const(1)),"[np.str_('+'), np.str_('*'), np.str_('*'), np.str_('+')]","['RationalQuadratic', 'RationalQuadratic', 'Periodic', 'RBF', 'Constant']"
S2,Seasonal,0.6433004976211454,0.7815384831042377,0.0,0.6433004976211454,0.7815384831042377,0.0,3,((Per(p=12)*Per(p=14))*Per(p=672)),"[np.str_('*'), np.str_('*')]","['Periodic', 'Periodic', 'Periodic']"
S2,Seasonal,0.5285610166714567,0.416792544255691,0.0,0.543747008558426,0.4090494677924385,0.0,3,((RQ(α=1)+Per(p=40))*WN(σ=0.1)),"[np.str_('+'), np.str_('*')]","['RationalQuadratic', 'Periodic', 'WhiteNoise']"
S1,Composite,0.5299649969427694,0.2242554196943854,0.0,0.5299649969427694,0.2242554196943854,0.0,5,((((Lin(σ=10)*Lin(σ=1))+Per(p=96))+Per(p=60))+Per(p=96)),"[np.str_('*'), np.str_('+'), np.str_('+'), np.str_('+')]","['Linear', 'Linear', 'Periodic', 'Periodic', 'Periodic']"
S1,Composite,0.9832238009921116,0.5484316159560794,0.0,0.9722761742301091,0.1347154540579381,0.0,5,((((Per(p=168)*Lin(σ=1))*RBF(l=10))*Per(p=26))*Per(p=40)),"[np.str_('*'), np.str_('*'), np.str_('*'), np.str_('*')]","['Periodic', 'Linear', 'RBF', 'Periodic', 'Periodic']"
S2,Seasonal,0.7149177711456631,0.6256579341637786,0.0,0.7149177711456631,0.6256579341637786,0.0,2,(Per(p=24)+RBF(l=10)),[np.str_('+')],"['Periodic', 'RBF']"
S3,Stationary,0.0864338358806365,0.649022434276286,0.0,0.2274738153165248,0.7558576336257008,0.3532119784830397,1,WN(σ=1),['None'],['WhiteNoise']
S1,Composite,0.2363546493061634,0.7654149348519427,0.0,0.1787971388556747,0.7905693220138761,0.0853388928893966,5,((((Per(p=96)*RQ(α=10))+Lin(σ=0))*Per(p=96))*RQ(α=1)),"[np.str_('*'), np.str_('+'), np.str_('*'), np.str_('*')]","['Periodic', 'RationalQuadratic', 'Linear', 'Periodic', 'RationalQuadratic']"
S2,Seasonal,0.7401826898252122,0.7107650463663935,0.0,0.74036647137577,0.714821235858839,0.0162671918004323,3,((RBF(l=1)*Per(p=168))*RQ(α=0.1)),"[np.str_('*'), np.str_('*')]","['RBF', 'Periodic', 'RationalQuadratic']"
S2,Seasonal,1.0,1.0,0.0,1.0,1.0,0.0,2,(Per(p=12)*RQ(α=0.1)),[np.str_('*')],"['Periodic', 'RationalQuadratic']"
S2,Seasonal,0.8484913497298429,0.253462934588564,0.0,0.8484913497298429,0.253462934588564,0.0,1,Per(p=26),['None'],['Periodic']
S2,Seasonal,0.0,0.0,0.0,0.3439770390314219,0.0,0.0,4,(((RBF(l=0.1)+RQ(α=0.1))*Per(p=4))*Per(p=672)),"[np.str_('+'), np.str_('*'), np.str_('*')]","['RBF', 'RationalQuadratic', 'Periodic', 'Periodic']"
S2,Seasonal,0.2899652995009183,0.8683827335812998,0.0,0.2899652995009183,0.8683827335812998,0.0,5,((((Per(p=12)*Per(p=4))+Per(p=40))+Per(p=4))+WN(σ=0.1)),"[np.str_('*'), np.str_('+'), np.str_('+'), np.str_('+')]","['Periodic', 'Periodic', 'Periodic', 'Periodic', 'WhiteNoise']"
S4,Trending,0.8343201091080147,0.0142977808440821,0.0,0.8343201091080147,0.0142977808440821,0.0,5,((((Const(1)+Lin(σ=0))+WN(σ=1))*RBF(l=10))+RBF(l=1)),"[np.str_('+'), np.str_('+'), np.str_('*'), np.str_('+')]","['Constant', 'Linear', 'WhiteNoise', 'RBF', 'RBF']"
S2,Seasonal,0.5140481992924022,0.3587713840088445,0.0,0.1104366460343619,0.3175639790180337,0.0,2,(WN(σ=1)*Per(p=60)),[np.str_('*')],"['WhiteNoise', 'Periodic']"
S2,Seasonal,0.4115458579815846,0.1632879746952089,0.0,0.4115458579815846,0.1632879746952089,0.0,2,(Per(p=40)+Per(p=40)),[np.str_('+')],"['Periodic', 'Periodic']"
